SQUID,UNIT,TOPELEVATION,BOTTOMELEVATION,RAWMAT,Material Type,DEBITAGE,DATACLASS,PRESERVATION,PATINATION,CORTEX,LOCATION OF CORTEX,CORTEX OF PREPARATION SURFACE,BURNT,SURFACE OF  FLAKE USED FOR FLAKING,NUMBER OF ACTIVE EDGES CORES,NUMBER OF PLATFORMS ON CORE,NUMBER OF SCARS FS,NUMBER OF SCARS PS,CORE LONGITUDINAL SECTION,CORE MORPHOLOGY,CORE TECHNOLOGY,CORE FLAKING METHODS,CORE TYPE,TYPE OF FLAKE CF,DOMINANT SCAR,LAST SCAR,ANGLE BETWEEN SP AND DS,FLAKE SP,TECHNOLOGY,PROFILE VENTRAL,PROFILE DORSAL,SECTION,FLAKE MORPHOLOGY,FLAKE TERMINATION,SYMMETRY,NO DORSAL SCARS,SCAR PATTERN,STRIKING PLATFORM,LIP,RETOUCH,TOOL BLANK,STAGE OF RETOUCH,MODULE,TYPOLOGY A,RETOUCH LOCATION A,RETOUCH FACE A,RETOUCH TYPE A,ABRASION,SHAPE OF ACTIVE EDGE A,SECOND EVENT RETOUCH,TYPOLOGY B,RETOUCH LOCATION B,RETOUCH FACE B,RETOUCH TYPE B,SHAPE OF ACTIVE EDGE B,CORE LENGTH,CORE WIDTH,CORE THICKNESS,LENGTH OF DOMINANT SCAR,WIDTH OF DOMINANT SCAR,LENGTH OF LAST SCAR,WIDTH OF LAST SCAR,CORE CIRCUMFERENCE,TECHNOLOGICAL LENGTH,TECHNOLOGICAL WIDTH,MORPHOLOGICAL LENGTH,MORPHOLOGICAL WIDTH,THICKNESS,BREADTH OF STRIKING PLATFORM,DEPTH OF STRIKING PLATFORM,WEIGHT,IMAGE ACQUISITION 2D AND 3D,COMMENTS
B78-a,1b,97,96.96,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Concave,Concave,Sub rectangular,Hinge,A symetric to the right,5,Side,Dihedral,Lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,6.76,4.82,8.19,5.62,0.96,4.61,1.61,0.07,Photo+3d,
B78-a,1b,97.03,96.99,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Trapezoidal,Feather,Symmetrical,5,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Flat,No,,No,,,,,,,,,,,,,,6.19,10.59,13.59,8.33,0.87,,,0.05,None,
B78-b,1b,97.03,96.99,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Straight,Leaf shaped,Feather,A symetric to the left,9,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,8.36,6.38,8.75,7.06,1.04,,,0.04,None,
B78-c,1b,97.03,96.99,Gutansar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Oval,Feather,Symmetrical,4,Along axis,Crushed,Not lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,7.32,8.07,8,7.53,1.1,,,0.07,None,
B78-d,1b,97.03,96.99,Gutansar,Obsidian,Flake,Both lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,,,5,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,9.47,7.33,0.95,,,0.04,None,
B78-e,1b,97.03,96.99,Gutansar,Obsidian,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,,,2,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,,,7.62,7.37,1.45,,,0.08,None,
B78-h,1b,97.03,96.99,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Straight,Trapezoidal,Feather,A symetric to the right,6,Along axis opposed,Plain,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,5.98,6.55,13.52,6.17,2.19,2.25,0.69,0.12,None,
B78-i,1b,97.03,96.99,Gutansar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Leaf shaped,Feather,Symmetrical,5,Along axis side,Plain,Not lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,10.68,6.25,10.67,6.71,1.36,3.55,0.84,0.08,None,
B78-k,1b,97.03,96.99,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Polyhedral, pointed,Feather,Symmetrical,8,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,8.02,6.55,8.73,6.73,0.88,3.1,1.06,0.04,Photo+3d,
B78-n,1b,97.03,96.96,Gutansar,Obsidian,Flake,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,Feather,,4,Along axis,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,,,6.04,5.99,1.69,2.41,1,0.04,None,
C76-a,1b,96.97,96.92,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Oval,Feather,A symetric to the left,6,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,10.21,8.63,11.36,8.74,1.14,3.36,0.99,0.1,Photo+3d,
C76-c,1b,96.97,96.92,Gutansar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Straight,Trapezoidal,Feather,Symmetrical,6,Along axis,Plain,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Quina,No,,No,,,,,,,,,,,,,,7.73,6.28,12.32,7.7,2.72,3.22,1.2,0.15,None,
C76-l,1b,96.97,96.92,Gutansar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Oblique,Trapezoidal,Feather,A symetric to the right,3,Along axis,Plain,Not lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Regular,No,,No,,,,,,,,,,,,,,6.14,6.54,9.7,6.06,0.93,1.86,0.86,0.04,None,
C76-a,1b,96.92,96.86,Gutansar,Obsidian,Kombewa,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,Feather,,1,Plain,Plain,Lipped,No,,,Module 0,,,,,,,No,,,,,,,,,,,,,,,,12.32,9.54,2.65,7.12,4.4,0.22,None,
C76-b,1b,96.92,96.86,Gutansar,Obsidian,Flake,Prox+Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,Hinge,,5,Along axis opposed,,,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,,,10.56,10.04,2.14,,,0.22,None,
C76-e,1b,96.92,96.86,Gutansar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Concave,Oblique,Irregular,Hinge,A symetric to the left,7,Along axis side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Regular,No,,No,,,,,,,,,,,,,,8.72,7.1,12.3,7.78,1.4,7.07,0.82,0.86,None,
C76-f,1b,96.92,96.86,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Triangular,Leaf shaped,Feather,Symmetrical,3,Along axis side,Faceted,Not lipped,Yes,Flake,Pre detachment,Module 1,,Circumference,Dorsal,Regular,No,,No,,,,,,,,,,,,,,9.1,5.93,8.98,5.98,0.99,4.03,0.68,0.04,None,
C76-g,1b,96.92,96.86,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Oval,Feather,Symmetrical,1,Side,Faceted,Not lipped,Yes,Flake,Pre detachment,Module 4,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,6.55,7.75,9.98,6.59,0.94,1.53,1.45,0.05,Photo+3d,Two ventrals
C76-i,1b,96.92,96.86,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Concave,Concave,Trapezoidal,Feather,Symmetrical,5,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Flat,No,,No,,,,,,,,,,,,,,6.7,7.44,10.69,7.9,1.05,,,0.07,None,
C77-a,1b,97.05,96.97,Gutansar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Trapezoidal,Trapezoidal,Feather,A symetric to the left,3,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Regular,No,,No,,,,,,,,,,,,,,11.29,9.63,14.58,9.38,1.35,3.17,1.21,0.14,None,
C77-b,1b,97.05,96.97,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Oval,Hinge,Symmetrical,5,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,4.83,5.52,6.32,4.96,1.08,,,0.04,None,
C77-c,1b,97.05,96.97,Gutansar,Obsidian,Flake,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,Feather,,5,Along axis side,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,,,7.68,4.57,1.83,2.33,0.94,0.04,None,
C77-e,1b,97.05,96.97,Gutansar,Obsidian,Kombewa,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,,,2,Convergent side,Plain,Not lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Distal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,,,16.89,10.09,1.67,5.76,1.43,0.19,None,
C77-h,1b,97.05,96.97,Gutansar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Triangular,Leaf shaped,Feather,Symmetrical,5,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,9.57,6.16,11.56,6.62,0.75,2.33,0.86,0.05,None,
C77-k,1b,97.05,96.97,Gutansar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Oval,Feather,Symmetrical,4,Along axis,Crushed,Not lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal,Dorsal,Fine,No,,No,,,,,,,,,,,,,,8.91,6.91,8.55,6.96,1,,,0.01,None,
C78-a,1b,96.9,96.85,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Oblique,Sub rectangular,Feather,Symmetrical,5,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Regular,No,,No,,,,,,,,,,,,,,8.87,4.42,8.71,5.02,1.39,,,0.04,None,
C78-a,1b,96.99,96.97,Gutansar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Irregular,Feather,Symmetrical,1,Plain,Plain,Not lipped,No,,,Module 0,,,,,,,No,,,,,,,,,,,,,,7.37,13.27,15.53,7.93,2.72,12.91,2.96,0.19,None,
C78-b,1b,96.99,96.97,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Sub rectangular,Feather,Symmetrical,1,Side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Isolated removals,No,,No,,,,,,,,,,,,,,10.12,11.8,12.49,10.79,1.51,,,0.25,None,
C78-e,1b,96.99,96.97,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Polyhedral,Leaf shaped,Feather,Symmetrical,12,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Fine,No,,No,,,,,,,,,,,,,,12.26,7.53,12.38,7.52,1.26,,,0.08,None,
C78-f,1b,96.99,96.97,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Polyhedral,Trapezoidal,Hinge,Symmetrical,6,Along axis,Plain,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,5.93,8.41,9.27,5.99,1.62,2.37,0.63,0.07,None,
C78-g,1b,96.99,96.97,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Polyhedral,Irregular,Feather,A symetric to the right,12,Along axis,Plain,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Fine,No,,No,,,,,,,,,,,,,,4.69,6.67,8.85,5.9,1.51,2.65,0.75,0.05,None,
C78-j,1b,96.99,96.97,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Polyhedral,Irregular,Hinge,Symmetrical,10,Along axis opposed,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Flat,No,,No,,,,,,,,,,,,,,15.77,9.21,15.93,9.33,1.13,1.64,0.93,0.19,None,
C78-l,1b,96.99,96.97,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Triangular,Sub rectangular,Hinge,Symmetrical,2,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 1,,Circumference,Dorsal,Regular,No,,No,,,,,,,,,,,,,,11.18,6,11.25,6.01,1.48,2.15,1.25,0.05,None,
C78-n,1b,96.99,96.97,Gutansar,Obsidian,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,,,7,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,7.77,5.91,0.62,,,0.04,None,
C78-r,1b,96.99,96.97,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Straight,Irregular,Feather,Symmetrical,4,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,5.87,6.55,8.07,6.25,0.85,,,0.01,None,
C78-aa,1b,96.99,96.97,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Concave,Triangular,Trapezoidal,Hinge,Symmetrical,3,Convergent side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 1,,Circumference,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,3.48,5.43,6.18,3.45,1.12,1.32,0.34,0.01,Photo+3d,
C78-c,1b,97.02,97,Gutansar,Obsidian,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,,,15,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,,,11.9,11.62,1.93,5.33,1.98,0.26,Photo+3d,
D77-g,1b,97.02,96.97,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Convex,Straight,Straight,Triangular,Feather,Symmetrical,8,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,7.6,7.43,9.21,7.59,1.25,1.97,0.86,0.08,Photo+3d,
D78-a,1b,97.01,96.98,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Convex,Concave,Trapezoidal,Trapezoidal,Feather,Symmetrical,5,Along axis,Plain,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Regular,No,,No,,,,,,,,,,,,,,8.28,10.34,15.06,8.56,1.26,2.65,1.37,0.11,None,
D79-a,1b,96.99,96.94,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Sub rectangular,Feather,Symmetrical,5,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Flat,No,,No,,,,,,,,,,,,,,9.73,7.65,11.15,7.49,0.87,,,0.04,None,
D79-b,1b,96.95,96.91,Gutansar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Straight,Straight,Sub rectangular,Feather,Symmetrical,3,Along axis side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,5.29,4.22,6.03,5.5,0.8,3.25,0.91,0.01,None,
D79-a,1b,97.07,97.04,Gutansar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Triangular,Trapezoidal,Feather,A symetric to the left,3,Along axis side,Crushed,Not lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,11.54,10.57,14.71,11.94,2.18,,,0.25,None,
D79-b,1b,97.07,97.04,Gutansar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Trapezoidal,Irregular,Feather,A symetric to the right,4,Along axis side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,5.86,7.24,8.64,7.2,1.34,3.71,0.97,0.04,None,
Zz77-c,1b,96.95,96.87,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Concave,Concave,Trapezoidal,Hinge,Symmetrical,5,Along axis,Plain,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,4.87,8.36,8.59,5.12,0.88,3.3,0.68,0.01,None,
A77-32-f,1b,97,97,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Straight,Trapezoidal,Feather,Symmetrical,4,Along axis side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 2,,Circumference,Dorsal,Regular,No,,No,,,,,,,,,,,,,,6.17,5.79,7.06,6.21,1.3,2.97,1.09,0.04,None,
A78-4-a,1b,97.01,97.01,Gutansar,Obsidian,Kombewa,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,,,2,Along axis,Crushed,Not lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal,Dorsal,Fine,No,,No,,,,,,,,,,,,,,,,7.96,4.38,0.82,,,0.01,None,
A78-4-b,1b,97.01,97.01,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Straight,Trapezoidal,Feather,Symmetrical,5,Along axis,Plain,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,7.56,6.09,7.7,6.05,0.91,2.05,0.73,0.01,None,
A78-16-a,1b,96.98,96.98,Gutansar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Triangular,Trapezoidal,Feather,Symmetrical,3,Along axis,Plain,Lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal until ridge,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,3.71,4.24,5.68,3.8,0.74,3.27,0.92,0.01,Photo+3d,
A79-14-b,1b,97.01,97.01,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Trapezoidal,Oval,Feather,Symmetrical,5,Along axis side,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 2,,Circumference,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,5.91,4.9,5.93,5.23,0.78,1.28,0.6,0.01,None,
B77-45-b,1b,96.95,96.95,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Polyhedral,Trapezoidal,Hinge,Symmetrical,6,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,7.03,9.5,10.84,7.61,1.88,4.93,0.85,0.13,Photo+3d,
B77-45-o,1b,96.95,96.95,Gutansar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Straight,Trapezoidal,Feather,Symmetrical,7,Along axis,Plain,Lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,5.83,6.53,11.06,5.87,1.63,1.72,0.69,0.07,Photo+3d,
B78-77-a,1b,96.97,96.97,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Polyhedral,Trapezoidal,Feather,Symmetrical,7,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Half quina,No,,No,,,,,,,,,,,,,,7.09,8.02,12.82,6.95,1.05,,,0.08,None,
B78-77-b,1b,96.97,96.97,Gutansar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Concave,Concave,Trapezoidal,Feather,Symmetrical,3,Along axis,Punctiform,Not lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,4.02,8.82,10.13,5.89,1.03,1.13,0.8,0.04,None,
C76-66-a,1b,97.06,97.06,Gutansar,Obsidian,Bladelet,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Rectangular,Feather,Symmetrical,7,Along axis,Plain,Lipped,Yes,Bladelet,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,11.99,3.39,12,3.84,0.79,4.47,2.1,0.05,Photo+3d,
C76-82-e,1b,97.02,97.02,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Trapezoidal,Sub rectangular,Feather,Symmetrical,6,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,9.14,5.15,9.12,5.89,0.73,,,0.01,None,
C77-112-a,1b,96.96,96.96,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Irregular,Sub rectangular,Feather,Symmetrical,9,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,6.96,8.25,8.63,6.94,1.4,4.81,1.14,0.1,None,
C77-112-b,1b,96.96,96.96,Gutansar,Obsidian,Flake,Prox,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,Hinge,,5,Along axis side,,,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,11.79,7.78,1.34,,,0.1,None,
C77-112-i,1b,96.96,96.96,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Concave,Concave,Trapezoidal,Feather,Symmetrical,3,Along axis,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 4,,Circumference,Dorsal,Regular,No,,No,,,,,,,,,,,,,,3.27,4.54,4.8,3.98,0.89,0.41,0.68,0.01,None,
C77-94-a,1b,97,97,Gutansar,Obsidian,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Straight,Sub triangular,Feather,A symetric to the left,7,Side,Crushed,Not lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Distal and proximal,Dorsal,Fine,No,,No,,,,,,,,,,,,,,7,10.96,10.25,7.16,1.02,,,0.07,None,
C77-61-a,1b,97.02,97.02,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Concave,Convex,Concave,Trapezoidal,Feather,Symmetrical,1,Along axis,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 1,,Circumference,Dorsal,Isolated removals,No,,No,,,,,,,,,,,,,,5.76,6.65,8.96,6.33,0.73,1.17,0.83,0.04,None,
C78-46-a,1b,96.94,96.94,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Trapezoidal,Feather,Symmetrical,2,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 1,,Circumference,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,5.52,8.36,9.04,5.66,1.09,,,0.03,None,
C78-32,1b,97.03,97.03,Gutansar,Obsidian,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,Straight,Straight,Straight,Irregular,Feather,A symetric to the left,6,Convergent side,Plain,Lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Flat,No,,No,,,,,,,,,,,,,,8.25,9.22,13.56,8.4,0.57,1.69,0.63,0.04,None,
C79-40-a,1b,97.01,97.01,Gutansar,Obsidian,Flake,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification,,,,,Feather,,1,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,,,6.51,5.17,0.96,4.18,0.92,0.03,None,
